Source Name,Characteristic[Organism],Characteristics[Genus],Characteristics[Species],Characteristics[Infraspecific Name],Characteristics[Biological Material Latitude],Characteristics[Biological Material Longitude],Characteristics[Biological Material Altitude],Unit,Term Source REF,Term Accession Number,Characteristics[Biological Material Coordinates Uncertainty],Unit,Term Source REF,Term Accession Number,Characteristics[Biological Material Preprocessing],Characteristics[Material Source ID],Characteristics[Material Source DOI],Characteristics[Material Source Latitude],Characteristics[Material Source Longitude],Characteristics[Material Source Altitude],Unit,Term Source REF,Term Accession Number,Characteristics[Material Source Coordinates Uncertainty],Unit,Term Source REF,Term Accession Number,Characteristics[Material Source Description],Characteristics[...],Protocol REF,Parameter Value[Container type],Parameter Value[Container volume],Parameter Value[Number of plants per container],Parameter Value[Rooting medium type],Parameter Value[Rooting medium composition],Parameter Value[Rooting medium pH],Parameter Value[Irrigation type],Parameter Value[…],Sample Name,Characteristics[Observation Unit Type],Characteristics[External ID],Characteristics[Spatial Distribution],Characteristics[…],Factor Value[e.g. SomeTreatment],…
EPPN4_L,NCBITAXON:4577,Zea,mays,UH_P148,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,217,Rhizotron,,row=35; column=1; rep=6,,,
EPPN3_H,NCBITAXON:4577,Zea,mays,PHT77_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,218,Rhizotron,,row=36; column=1; rep=6,,,
EPPN2_L,NCBITAXON:4577,Zea,mays,N22,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,301,Rhizotron,,row=1; column=2; rep=3,,,
EPPN2_H,NCBITAXON:4577,Zea,mays,N22_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,302,Rhizotron,,row=2; column=2; rep=3,,,
EPPN20_T,NCBITAXON:4577,Zea,mays,UH007,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,303,Rhizotron,,row=3; column=2; rep=3,,,
EPPN3_H,NCBITAXON:4577,Zea,mays,PHT77_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,304,Rhizotron,,row=4; column=2; rep=3,,,
EPPN3_L,NCBITAXON:4577,Zea,mays,PHT77,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,305,Rhizotron,,row=5; column=2; rep=3,,,
EPPN4_H,NCBITAXON:4577,Zea,mays,UH_P148_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,306,Rhizotron,,row=6; column=2; rep=3,,,
EPPN1_L,NCBITAXON:4577,Zea,mays,B73,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,307,Rhizotron,,row=7; column=2; rep=3,,,
EPPN4_L,NCBITAXON:4577,Zea,mays,UH_P148,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,308,Rhizotron,,row=8; column=2; rep=3,,,
EPPN1_H,NCBITAXON:4577,Zea,mays,B73_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,309,Rhizotron,,row=9; column=2; rep=3,,,
EPPN3_H,NCBITAXON:4577,Zea,mays,PHT77_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,310,Rhizotron,,row=10; column=2; rep=4,,,
EPPN1_H,NCBITAXON:4577,Zea,mays,B73_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,311,Rhizotron,,row=11; column=2; rep=4,,,
EPPN3_L,NCBITAXON:4577,Zea,mays,PHT77,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,312,Rhizotron,,row=12; column=2; rep=4,,,
EPPN2_L,NCBITAXON:4577,Zea,mays,N22,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,313,Rhizotron,,row=13; column=2; rep=4,,,
EPPN20_T,NCBITAXON:4577,Zea,mays,UH007,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,314,Rhizotron,,row=14; column=2; rep=4,,,
EPPN4_L,NCBITAXON:4577,Zea,mays,UH_P148,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,315,Rhizotron,,row=15; column=2; rep=4,,,
EPPN4_H,NCBITAXON:4577,Zea,mays,UH_P148_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,316,Rhizotron,,row=16; column=2; rep=4,,,
EPPN2_H,NCBITAXON:4577,Zea,mays,N22_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,317,Rhizotron,,row=17; column=2; rep=4,,,
EPPN1_L,NCBITAXON:4577,Zea,mays,B73,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,318,Rhizotron,,row=18; column=2; rep=4,,,
EPPN3_H,NCBITAXON:4577,Zea,mays,PHT77_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,401,Rhizotron,,row=19; column=2; rep=2,,,
EPPN1_L,NCBITAXON:4577,Zea,mays,B73,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,402,Rhizotron,,row=20; column=2; rep=2,,,
EPPN3_L,NCBITAXON:4577,Zea,mays,PHT77,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,403,Rhizotron,,row=21; column=2; rep=2,,,
EPPN2_H,NCBITAXON:4577,Zea,mays,N22_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,404,Rhizotron,,row=22; column=2; rep=2,,,
EPPN4_L,NCBITAXON:4577,Zea,mays,UH_P148,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,405,Rhizotron,,row=23; column=2; rep=2,,,
EPPN4_H,NCBITAXON:4577,Zea,mays,UH_P148_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,406,Rhizotron,,row=24; column=2; rep=2,,,
EPPN2_L,NCBITAXON:4577,Zea,mays,N22,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,407,Rhizotron,,row=25; column=2; rep=2,,,
EPPN1_H,NCBITAXON:4577,Zea,mays,B73_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,408,Rhizotron,,row=26; column=2; rep=2,,,
EPPN20_T,NCBITAXON:4577,Zea,mays,UH007,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,409,Rhizotron,,row=27; column=2; rep=2,,,
EPPN2_H,NCBITAXON:4577,Zea,mays,N22_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,410,Rhizotron,,row=28; column=2; rep=8,,,
EPPN4_H,NCBITAXON:4577,Zea,mays,UH_P148_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,411,Rhizotron,,row=29; column=2; rep=8,,,
EPPN1_H,NCBITAXON:4577,Zea,mays,B73_H,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,412,Rhizotron,,row=30; column=2; rep=8,,,
EPPN3_L,NCBITAXON:4577,Zea,mays,PHT77,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,413,Rhizotron,,row=31; column=2; rep=8,,,
EPPN2_L,NCBITAXON:4577,Zea,mays,N22,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,414,Rhizotron,,row=32; column=2; rep=8,,,
EPPN4_L,NCBITAXON:4577,Zea,mays,UH_P148,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,415,Rhizotron,,row=33; column=2; rep=8,,,
EPPN1_L,NCBITAXON:4577,Zea,mays,B73,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,416,Rhizotron,,row=34; column=2; rep=8,,,
EPPN20_T,NCBITAXON:4577,Zea,mays,UH007,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,417,Rhizotron,,row=35; column=2; rep=8,,,
EPPN3_H,NCBITAXON:4577,Zea,mays,PHT77_H,,,,,,,,,,,"seed storage at 4°C, seed sterilisation with 1% NaHypochloride solution and pre-germination in Petri Dishes at 23/18°C day/night temperature in darkness for 48 hours",,,,,,,,,,,,,INRAE LEPSE,,Growth,Rhizotron,17.1 L,1,Soil,Plantaflor Graberde commercial peat substrate,6.2,automated drip irrigation,400 ml,418,Rhizotron,,row=36; column=2; rep=8,,,